index,answer,prediction,answer_clean,pred_clean,correct,cer,wer,jaro_winkler
784,Газеты и журналы по подписке,HCON  rMocxia owo SoRm Fa3eTbIKypHanbInonoAnNcKe OO9OARTO,газеты и журналы по подписке,hcon  rmocxia owo sorm fa3etbikyphanbinonoanncke oo9oarto,False,1.9285714285714286,1.2,0.595655806182122
785,100 лет,100 neT,100 лет,100 net,False,0.42857142857142855,0.5,0.17142857142857137
786,комсомольская правда,MOKNA Ceeo KOMCOMOObCKAA NPABAR,комсомольская правда,mokna ceeo komcomoobckaa npabar,False,1.5,2.0,0.6392473118279569
787,ПИСЬМО В РЕДАКЦИЮ,nNCbMO B PEJAKUNH A,письмо в редакцию,nncbmo b pejakunh a,False,1.0,1.3333333333333333,0.5923632610939114
788,Среднеуральская ВОЛНА,CpeAHeypaAbcKaa BOAHA,среднеуральская волна,cpeaheypaabckaa boaha,False,0.9523809523809523,1.0,0.6349206349206349
789,культурный центр Губернский,KYNbTYPHbIN UEHTP IYBEPHCKHH 家,культурный центр губернский,kynbtyphbin uehtp iybephckhh 家,False,1.037037037037037,1.3333333333333333,0.6197530864197531
790,АО ПОЧТА БАНК,nO4TR SAHK AO《OHTA5AHK》 AO5PONOXKANOBATb! 24/7 :00-18:00 口 99:00-19:00 99:00-19:00 ale 口 95:09-19:00 13:06-14.90 口 :08-16:10 05:00-19:0 BbIxOUHOR,ао почта банк,no4tr sahk ao《ohta5ahk》 ao5ponoxkanobatb! 24/7 :00-18:00 口 99:00-19:00 99:00-19:00 ale 口 95:09-19:00 13:06-14.90 口 :08-16:10 05:00-19:0 bbixouhor,False,11.0,5.666666666666667,0.61078691423519
791,врач очки,MOAKA BPAY OYKV,врач очки,moaka bpay oykv,False,1.5555555555555556,1.5,0.6074074074074074
792,студия EGOкрасоты,CTYANAEGOKPACOTbI,студия egoкрасоты,ctyanaegokpacotbi,False,0.8823529411764706,1.0,0.5490196078431373
793,ПОДВАЛЪ БРОДЯЧЕЙ СОБАКИ,krp OABAAb BPOARHEA COBAKW,подвалъ бродячей собаки,krp oabaab bpoarhea cobakw,False,1.0434782608695652,1.3333333333333333,0.6120401337792643
794,Городская пекарня ,Lopovukus MEKAPHA,городская пекарня,lopovukus mekapha,False,0.9411764705882353,1.0,0.6274509803921569
795,тлен,TAEH,тлен,taeh,False,1.0,1.0,1.0
796,студия красоты Caprice,CTyAHA KPACOTBI Caprice,студия красоты caprice,ctyaha kpacotbi caprice,False,0.6363636363636364,0.6666666666666666,0.5109793588054459
797,КАЛОВСКИ БИЗНЕС-ЦЕНТР,KAIOBCKMY SI3HEC-LIEHT,каловски бизнес-центр,kaiobckmy si3hec-lieht,False,0.9523809523809523,1.0,0.6046176046176046
798,DIJON FAMILY RESTAURANT,D-COZ FAMILY RESTAURANT,dijon family restaurant,d-coz family restaurant,False,0.13043478260869565,0.3333333333333333,0.12326086956521753
799,УНИВЕРСАМ Лукошко,YHNBEPCAM TyKOLIKO,универсам лукошко,yhnbepcam tykoliko,False,1.0,1.0,0.6285403050108933
800,рекламная мастерская,PEKTAMHAS MACTEPCKAS,рекламная мастерская,pektamhas mactepckas,False,0.95,1.0,0.6333333333333333
801,DE FLEUR,DEFLEUR,de fleur,defleur,False,0.125,1.0,0.033333333333333326
802,ОДЕЖДА,a,одежда,a,False,1.0,1.0,1.0
803,НОВАЯ МО,HOBOX,новая мо,hobox,False,1.0,1.0,1.0
804,ГиРЛЯНДА СВЕЖИЕ ФЕРМЕРСКИЕ ПРОДУКТЫ,TAPnAHAA CBEXKVE DEPMEPCIAE TPOBYKTH,гирлянда свежие фермерские продукты,tapnahaa cbexkve depmepciae tpobykth,False,0.9428571428571428,1.0,0.6103174603174604
805,ПРОДУКТЫ,nPOAYKTbI,продукты,npoayktbi,False,1.125,1.0,1.0
806,ЦЕНТР ЭСТЕТИКИ АРИСТОКРАТКА,LeHTp3CTeTMK APHCTOKPATKA,центр эстетики аристократка,lehtp3ctetmk aphctokpatka,False,0.9629629629629629,1.0,0.6409876543209876
807,ЛЕДА,H NEAA 修 DEREILHAR CRYKEA BCTer,леда,h neaa 修 dereilhar crykea bcter,False,7.75,6.0,1.0
808,ТАН ЖЕН КИТАЙСКАЯ КУХНЯ,TAHKEH酒楼 KUTAUCKAA KYXHA,тан жен китайская кухня,tahkeh酒楼 kutauckaa kyxha,False,0.9565217391304348,1.0,0.6099033816425121
809,OBI,OBI,obi,obi,True,0.0,0.0,0.0
810,Китайский буфет Чифальня,KuTauckua oyer 中式 YupanGHa 快餐店 TEOHOnOTHR IWDITHAS TDHOnOn 45800074 ADOTCAA TDJHOnOrVS TOGRAN ADDOTCAA www.6461010.m TOOHONONHR AERICAA (SATEHTHAR www.6468000.20 TEXHONOTVR AEHMACAA NATUHTHAS wwww.6468080.ru FOHOnOTHA AETHHCAA 616000070,китайский буфет чифальня,kutauckua oyer 中式 yupangha 快餐店 teohonothr iwdithas tdhonon 45800074 adotcaa tdjhonorvs togran addotcaa www.6461010.m toohononhr aericaa (satehthar www.6468000.20 texhonotvr aehmacaa natuhthas wwww.6468080.ru fohonotha aethhcaa 616000070,False,9.75,8.333333333333334,0.6360640301318268
811,Автозапчасти,ABT03anyaCTN,автозапчасти,abt03anyactn,False,1.0,1.0,1.0
812,At Home,At tHome,at home,at thome,False,0.14285714285714285,0.5,0.029166666666666674
813,Перекрестись ,olep=KpecTMcb,перекрестись,olep=kpectmcb,False,1.0833333333333333,1.0,1.0
814,рив гош,HPUBrOW Tuprqua,рив гош,hpubrow tuprqua,False,2.0,1.0,0.5968253968253969
815,Mozhajskaya street улица Можайская 39,MoKancKaa 39,mozhajskaya street улица можайская 39,mokanckaa 39,False,0.7567567567567568,0.8,0.4567782067782068
816,Колумб,TIlypucuucg Karyms,колумб,tilypucuucg karyms,False,3.0,2.0,1.0
817,ст,ICTL,ст,ictl,False,2.0,1.0,1.0
818,Яркая Реклама,Peknama pkaR,яркая реклама,peknama pkar,False,1.0,1.0,0.6132478632478633
819,гейзер,,гейзер,nan,False,1.0,1.0,1.0
820,Многобелья,,многобелья,nan,False,1.0,1.0,1.0
821,продукты,MPOAKTIT,продукты,mpoaktit,False,1.0,1.0,1.0
822,АВТОМОЙКА,,автомойка,nan,False,1.0,1.0,1.0
823,Промсвязьбанк,npoMCBA3b6aHK,промсвязьбанк,npomcba3b6ahk,False,1.0,1.0,1.0
824,Мираж,Mapaak,мираж,mapaak,False,1.2,1.0,1.0
825,ДВЕРИ МИРА,ABEPN MNPA,двери мира,abepn mnpa,False,0.9,1.0,0.6000000000000001
826,Мир шитья ТКАНИ НОТАРИУС 10м,Mupwumbg TKAHN HOTAPWYC,мир шитья ткани нотариус 10м,mupwumbg tkahn hotapwyc,False,0.9285714285714286,1.0,0.6138716356107661
827,миц,MNU,миц,mnu,False,1.0,1.0,1.0
828,All you need is flowers,All you need is flowers,all you need is flowers,all you need is flowers,True,0.0,0.0,0.0
829,CHANEL,CHANEL #6348288,chanel,chanel #6348288,False,1.5,1.0,0.12
830,IANIS CHAMALIDY,IANIS CHAMALIDY,ianis chamalidy,ianis chamalidy,True,0.0,0.0,0.0
831,классный уголок,knaccnbui yronok,классный уголок,knaccnbui yronok,False,1.0,1.0,0.6236111111111111
832,60,60,60,60,True,0.0,0.0,0.0
833,фрукты продукты,OPYKTbI.NPOAYKTbI,фрукты продукты,opyktbi.npoayktbi,False,1.1333333333333333,1.0,1.0
834,МаксидоМ,MaucnaoM,максидом,maucnaom,False,1.0,1.0,1.0
835,Брандмауэр,Gnnep Boesrpyua paHMayp HRCCE,брандмауэр,gnnep boesrpyua pahmayp hrcce,False,2.9,4.0,1.0
836,TECE close to you,TECE: close toyou 14 C6bUNCb MEUTbI HAPOAHbIEI,tece close to you,tece: close toyou 14 c6buncb meutbi hapoahbiei,False,1.8235294117647058,1.5,0.14961636828644498
837,Вандализм - разруши- тельное поведение человека,Bangaugu-papyuu- SPAT merbuoe nobegaue yeuobeca 签,вандализм - разруши- тельное поведение человека,bangaugu-papyuu- spat merbuoe nobegaue yeuobeca 签,False,1.0,1.0,0.6170212765957448
838,БЕЛГОРОД,opo,белгород,opo,False,1.0,1.0,1.0
839,ЭТО ТЕЛЕПРОЕКТ ДОМ-2,3TO TENENPOERT AOM-2 艾浆 H CErOAHA BONOAA NVTNH BbIE3RAETM3BNN-A0MNRA Lcomleanissonrelic,это телепроект дом-2,3to tenenpoert aom-2 艾浆 h ceroaha bonoaa nvtnh bbie3raetm3bnn-a0mnra lcomleanissonrelic,False,4.15,3.3333333333333335,0.5846743295019157
840,Василий Шукшин. Кадр из фильма Печки-лавочки,"Bacnnni WyKWNH. KaAp N3 ounbma ""neYKN-naBOYKN'",василий шукшин. кадр из фильма печки-лавочки,"bacnnni wykwnh. kaap n3 ounbma ""neykn-naboykn'",False,0.8863636363636364,1.0,0.5629117259552043
841,Иван Васильевич МЕНЯЕТ ПРОФЕССИЮ,MEHRET DPOPECCHIO,иван васильевич меняет профессию,mehret dpopecchio,False,0.96875,1.0,0.6366421568627452
842,Я,_HeyKa RECOMMEND.RU,я,_heyka recommend.ru,False,19.0,2.0,1.0
843,"Алексей исполнял обязанности горничной, мыл полы, колол дрова, топил печи, чистил овощи, ходил на базар и в лавочку.","RHCTOHnOOA3aH onOn APOBa,TOnHn neqH,HCTKN o","алексей исполнял обязанности горничной, мыл полы, колол дрова, топил печи, чистил овощи, ходил на базар и в лавочку.","rhctohnooa3ah onon apoba,tonhn neqh,hctkn o",False,0.9482758620689655,1.0,0.7140247705604562
844,"весна,блин!","BeCHa,H","весна,блин!","becha,h",False,0.9090909090909091,1.0,0.5887445887445888
845,Я ТЕБЯ МУР МУР,ATE6A MYPMYP,я тебя мур мур,ate6a mypmyp,False,0.9285714285714286,1.0,0.6150793650793651
846,В,B,в,b,False,1.0,1.0,1.0
847,ДА ЗДРАВСТВУЕТ наше начальство! САМОЕ ГУМАННОЕ НАЧАЛЬСТВО В МИРЕ!,AA3APABCTBYET HAUE HAYADCTBOI CAMOETYMAHHOE HAANbCTBO BMAPE!,да здравствует наше начальство! самое гуманное начальство в мире!,aa3apabctbyet haue hayadctboi camoetymahhoe haanbctbo bmape!,False,0.9076923076923077,1.0,0.658119658119658
848,НЕ ПОМНЮ - ЗНАЧИТ НЕ БЫЛО!,HEI nOMHIO 3HA4NT HE SbIno!,не помню - значит не было!,hei nomhio 3ha4nt he sbino!,False,0.8846153846153846,1.0,0.5408357075023742
849,секс,CEKC HCTPKTOP,секс,cekc hctpktop,False,3.25,2.0,1.0
850,НИ ДЕТЕЙ НИ ЗАБОТ,HNAETEN HW3A5QT 3rscTapa brrSanka,ни детей ни забот,hnaeten hw3a5qt 3rsctapa brrsanka,False,1.7647058823529411,1.0,0.5775401069518717
851,ОТДАЮСЬ РАБОТЕ НА 100,OTAAIOCb 10%nOHEAEAbHHK PASOTE 25%BTOPHMK 40%CPEAA HA100% 20%4ETBEPr 5%DATHNUA,отдаюсь работе на 100,otaaiocb 10%noheaeabhhk pasote 25%btophmk 40%cpeaa ha100% 20%4etbepr 5%dathnua,False,3.4285714285714284,2.0,0.656898656898657
852,отличный парень,OTANYHDIN TIAPEHb,отличный парень,otanyhdin tiapehb,False,1.0666666666666667,1.0,0.6248366013071895
853,Девичник!,MeBHqHAK! CCL,девичник!,mebhqhak! ccl,False,1.3333333333333333,2.0,0.603988603988604
854,Че вылупился будто у меня яйца на бороде!?,SyATOy  a e Bbunynuncs Ha bopone!?,че вылупился будто у меня яйца на бороде!?,syatoy  a e bbunynuncs ha bopone!?,False,0.8571428571428571,1.0,0.5247432306255835
855,Для меня авторитет мой любимый дед,ASMEH aBTOPUTeT MouA6uMblu nen,для меня авторитет мой любимый дед,asmeh abtoputet moua6umblu nen,False,0.9117647058823529,1.0,0.603921568627451
856,обожжжжжаю,50kx冰x冰A/O,обожжжжжаю,50kx冰x冰a/o,False,1.0,1.0,1.0
857,ПАЦАН СКАЗА ПАЦА СДЕЛ,TIAAH CKA3A CAEA,пацан сказа паца сдел,tiaah cka3a caea,False,0.9047619047619048,1.0,0.5932539682539681
858,девичник,AEBNUHNK ??D B03.0eaRR,девичник,aebnuhnk ??d b03.0earr,False,2.75,3.0,1.0
859,сексом дружбу не испортишь,CEKCOM APYXBY HE NCNOPTAWb,сексом дружбу не испортишь,cekcom apyxby he ncnoptawb,False,0.8846153846153846,1.0,0.5897435897435896
860,REAL,REA,real,rea,False,0.25,1.0,0.05833333333333335
861,без баб,8 千 6E3 6A6,без баб,8 千 6e3 6a6,False,1.4285714285714286,2.0,0.5887445887445888
862,ТОЛЬКО-ЧТО УДАЧНО ЖЕНИЛСЯ,TOAbKO-YTO YAAYHO XEHKACA,только-что удачно женился,toabko-yto yaayho xehkaca,False,0.88,1.0,0.5866666666666667
863,без паники! сейчас всё будет,& DON'T BE3 NAHHKH! CEHYAC BCE BYAET,без паники! сейчас всё будет,& don't be3 nahhkh! cehyac bce byaet,False,1.1071428571428572,1.4,0.6275132275132276
864,богиня,BOrNHA,богиня,bornha,False,1.0,1.0,1.0
865,ЦАРЬ,JAPh HPoeromaP,царь,japh hpoeromap,False,3.5,2.0,1.0
866,вот так выглядит идеальный мужчина,BOTTAK BbIMANT WIEAIbHbIN MYXYHHA,вот так выглядит идеальный мужчина,bottak bbimant wieaibhbin myxyhha,False,0.9411764705882353,1.0,0.606951871657754
867,ЗАЧЕМ РУГАЕССЯ НАСЯЛЬНИКА?,3A4EMPyTAECCA HACANbHNKA?,зачем ругаесся насяльника?,3a4empytaecca hacanbhnka?,False,0.9230769230769231,1.0,0.6143589743589744
868,HELLO,,hello,nan,False,1.0,1.0,1.0
869,"Nah. - Rosa Parks, 1955","Nah. RosaParks,1955","nah. - rosa parks, 1955","nah. rosaparks,1955",False,0.17391304347826086,0.8,0.034782608695652084
870,GIRL,GIRL,girl,girl,True,0.0,0.0,0.0
871,я так думав,y Pee! TAKDYMAB  Uu.pmcoy,я так думав,y pee! takdymab  uu.pmcoy,False,2.090909090909091,1.3333333333333333,0.5793939393939394
872,мама,SHeuLs MAMA,мама,sheuls mama,False,2.75,2.0,1.0
873,ЦИРКЪ,APS Z,циркъ,aps z,False,1.0,2.0,1.0
874,BERRY,BERR,berry,berr,False,0.2,1.0,0.040000000000000036
875,ШОПИНГ НАЛЕГКЕ,1  WonMHr HANErKE,шопинг налегке,1  wonmhr hanerke,False,1.1428571428571428,1.5,0.623249299719888
876,allcafe рестораны и гостиницы,allcafe peCTOpaHbI HrOCTMHHubl,allcafe рестораны и гостиницы,allcafe pectopahbi hroctmhhubl,False,0.7241379310344828,0.75,0.4632183908045977
877,овощи - фрукты,OBOWN-@PyKTb,овощи - фрукты,obown-@pyktb,False,0.9285714285714286,1.0,0.6150793650793651
878,индюжина,MHAIOXIHA,индюжина,mhaioxiha,False,1.125,1.0,1.0
879,Пекарня,TleRapHa CBexag BKycHbu BoerAa Bainevka! xe6! cBemee!,пекарня,tlerapha cbexag bkychbu boeraa bainevka! xe6! cbemee!,False,7.571428571428571,7.0,1.0
880,М,Malaan,м,malaan,False,6.0,1.0,1.0
881,сбарро,sharro Chappo ,сбарро,sharro chappo,False,2.1666666666666665,2.0,1.0
882,HUAWEI,HUAWEI,huawei,huawei,True,0.0,0.0,0.0
883,МЕБЕЛЬ,MESEnb,мебель,mesenb,False,1.0,1.0,1.0
884,ИТАЛЬЯНСКИЙ OSTERIO MARIO РЕСТОРАН,OSTERIO MARIO,итальянский osterio mario ресторан,osterio mario,False,0.6176470588235294,0.5,0.30844645550527916
885,FINIKO,FINIKO,finiko,finiko,True,0.0,0.0,0.0
886,Лиговский проспект ,Sraw1 H E furosckai npocnexT,лиговский проспект,sraw1 h e furosckai npocnext,False,1.5,2.5,0.6362433862433863
887,ЕЖДУНАРОДНАЯ,MEKJYHAPOANAS ,еждународная,mekjyhapoanas,False,1.0833333333333333,1.0,1.0
888,KURAGA.AGENCY КРЕАТИВНОЕ АГЕНТСТВО,KURAGA.AGENCY KPEATNBHOE ATEHTCTBO,kuraga.agency креативное агентство,kuraga.agency kpeatnbhoe atehtctbo,False,0.5588235294117647,0.6666666666666666,0.37254901960784315
889,BeverlyHills DINER,BEVERLYHLS DINERE,beverlyhills diner,beverlyhls dinere,False,0.16666666666666666,1.0,0.058986928104575176
890,библиотека AB IMPERIO журнала,O Teka AB IMPERIO Ky p H raJIa,библиотека ab imperio журнала,o teka ab imperio ky p h rajia,False,0.7586206896551724,1.5,0.5342911877394636
891,НАЧНИ СВОЙ БИЗНЕС,160000 HA4HN CBON BM3HEC 命  TE,начни свой бизнес,160000 ha4hn cbon bm3hec 命  te,False,1.6470588235294117,2.0,0.6052287581699347
892,НАЧНИ СВОЙ БИЗНЕС,160000 HAYHN CBON 6M3HEC WHSETMV O  围  H 字 仁工,начни свой бизнес,160000 hayhn cbon 6m3hec whsetmv o  围  h 字 仁工,False,2.5294117647058822,3.3333333333333335,0.612636165577342
893,ВИНО,,вино,nan,False,1.0,1.0,1.0
894,GRAO DE CAFE,GRAO DECARE,grao de cafe,grao decare,False,0.16666666666666666,0.6666666666666666,0.051515151515151625
895,калина молл,X KAAMHA MASCOTTE KAAHH MOAA nyWKNHO E  nAPK 1D MONA mNS SRD JATAION 0 267 ZHCATE,калина молл,x kaamha mascotte kaahh moaa nywknho e  napk 1d mona mns srd jataion 0 267 zhcate,False,7.2727272727272725,8.0,0.6322484100261878
896,а -Кофе,Han'zKo中e,а -кофе,han'zko中e,False,1.2857142857142858,1.0,1.0
897,не,CIATIHF HF,не,ciatihf hf,False,5.0,2.0,1.0
898,восточный банк,BOCMOYHbIN GAHK,восточный банк,bocmoyhbin gahk,False,1.0,1.0,0.6206349206349207
899,МОЙКА,,мойка,nan,False,1.0,1.0,1.0
900,Федеральная налоговая служба,中enepanbHaA HanoroBaA cnyx6a ENEPAHARHAOCBAR CYHEA TATAPHHCHOMYPAROY PoHcNecCtno .CEBACTONOA C AReemnocnOcaPS,федеральная налоговая служба,中enepanbhaa hanorobaa cnyx6a enepaharhaocbar cyhea tataphhchomyparoy pohcnecctno .cebactonoa c areemnocnocaps,False,3.8214285714285716,3.3333333333333335,0.6367409349060724
901,BARZINI РЕСТОРАН ИТАЛЬЯНСКОЙ КУХНИ,1 PECTOPAH HTAIbAHCKOY KYXHN,barzini ресторан итальянской кухни,1 pectopah htaibahckoy kyxhn,False,0.9117647058823529,1.0,0.6475256769374416
902,WC,WC,wc,wc,True,0.0,0.0,0.0
903,ЛИЦЕЙ 17,VNPARIEHME OSPASOBAUKS AIMNHHCTPAUMN TOPOA CTAPONOIS MYHNUNNANBHOE ABTOHOMHOE OBUEO6PA3OBATEJbHOE YPEXLEHNE JNLEN N17 FOPOIACTABPONONR,лицей 17,vnpariehme ospasobauks aimnhhctpaumn topoa ctaponois myhnunnanbhoe abtohomhoe obueo6pa3obatejbhoe ypexlehne jnlen n17 fopoiactabpononr,False,16.375,6.0,0.6225124378109452
904,230-231,230-231,230-231,230-231,True,0.0,0.0,0.0
905,here now,here&nou,here now,here&nou,False,0.25,1.0,0.09999999999999998
906,HILDING ANDERS,HILDING ANDERS MLONG ANCERS,hilding anders,hilding anders mlong ancers,False,0.9285714285714286,1.0,0.09629629629629621
907,СЕМЕЙНОГО,VANA CEMEMHOTO YXO,семейного,vana cememhoto yxo,False,2.0,3.0,1.0
908,ББР БАНК,66P BAHK,ббр банк,66p bahk,False,0.875,1.0,0.5833333333333333
909,ПОЛИКЛИНИКА 32,8.8.8 OKHON2 8888 OKHON1 888 nONNKnNHNKA 32,поликлиника 32,8.8.8 okhon2 8888 okhon1 888 nonnknnhnka 32,False,2.857142857142857,3.0,0.6035437430786268
910,ВЫВЕСКА,,вывеска,nan,False,1.0,1.0,1.0
911,Курицу вином НЕ поить,BUHOM Kypuuy noumb HE,курицу вином не поить,buhom kypuuy noumb he,False,0.9523809523809523,1.0,0.5714285714285714
912,37,STAPIAR 37 N,37,stapiar 37 n,False,5.0,2.0,1.0
913,НАВАЛЬНЫ,HABAiiM,навальны,habaiim,False,1.0,1.0,1.0
914,юляятеб люблю,HNSATEE Thahno,юляятеб люблю,hnsatee thahno,False,1.0,1.0,0.6172161172161172
915,АВАЛЬНЫЙ,HABAAbHbN,авальный,habaabhbn,False,1.125,1.0,1.0
916,С новым годом,CHOSSLM FOCOM,с новым годом,chosslm focom,False,0.9230769230769231,1.0,0.6153846153846154
917,i love you,,i love you,nan,False,1.0,1.0,1.0
918,люблю тебя,A1O01O TESR,люблю тебя,a1o01o tesr,False,1.0,1.0,0.603030303030303
919,2020 2021,2020 2921,2020 2021,2020 2921,False,0.1111111111111111,0.5,0.0444444444444444
920,Merry Christmas,meghotyr,merry christmas,meghotyr,False,0.7333333333333333,1.0,0.3944444444444445
921,LOVE,,love,nan,False,1.0,1.0,1.0
922,желаем здоровья! мы-вместе,M6IBMEO DCEAAEM 3AOPDB69? #MbI-BMECTE,желаем здоровья! мы-вместе,m6ibmeo dceaaem 3aopdb69? #mbi-bmecte,False,1.3076923076923077,1.3333333333333333,0.6011781011781012
923,Happy New Year,Haopy New Jeac,happy new year,haopy new jeac,False,0.21428571428571427,0.6666666666666666,0.11428571428571432
924,2022,2022,2022,2022,True,0.0,0.0,0.0
925,ПУТИН-ВОР,xIMn-FnE CLUBLEXUS RUESIA,путин-вор,ximn-fne clublexus ruesia,False,2.7777777777777777,3.0,0.6162962962962963
926,2019 2020 2021 2022,2019 2020 2021 2022,2019 2020 2021 2022,2019 2020 2021 2022,True,0.0,0.0,0.0
927,Merry,O,merry,o,False,1.0,1.0,1.0
928,ШНУР SOS, LHYP SOS # ,шнур sos,lhyp sos #,False,0.75,1.0,0.3666666666666667
929,2022 HELLO,2022 HELLO,2022 hello,2022 hello,True,0.0,0.0,0.0
930,навальный,HABAAbHBIB,навальный,habaabhbib,False,1.1111111111111112,1.0,1.0
931,НАВАЛЬНЫЙ!,,навальный!,nan,False,1.0,1.0,1.0
932,SNOW,SNOW',snow,snow',False,0.25,1.0,0.040000000000000036
933,УБРАТЬ КУЧЮ,nyTWH noMorA KSHIO y5PATb,убрать кучю,nytwh nomora kshio y5patb,False,2.1818181818181817,2.0,0.623030303030303
934,SPRING,,spring,nan,False,0.8333333333333334,1.0,0.5
935,2020,2020,2020,2020,True,0.0,0.0,0.0
936,ТА ИНГ,,та инг,nan,False,1.0,1.0,1.0
937,SALE,SALE,sale,sale,True,0.0,0.0,0.0
938,В ЮНЕСКО,,в юнеско,nan,False,1.0,1.0,1.0
939,SPRING TIME,TIME,spring time,time,False,0.6363636363636364,0.5,0.553030303030303
940,Доброе Утро,Dospoe yrapo,доброе утро,dospoe yrapo,False,1.0,1.0,0.6085858585858586
941,Bud,,bud,nan,False,1.0,1.0,1.0
942,снегом!,CHErOM!,снегом!,cherom!,False,0.8571428571428571,1.0,0.5714285714285714
943,С первым снегом!,Cyla CHerOM!,с первым снегом!,cyla cherom!,False,0.875,1.0,0.5694444444444444
944,СН ВИК должен быть БЕЛЫЙ!,CHLOBMK AOAKeHObITb SEAbIN!,сн вик должен быть белый!,chlobmk aoakehobitb seabin!,False,0.96,1.0,0.5896296296296297
945,2019,*2019#,2019,*2019#,False,0.5,1.0,0.11111111111111116
946,Happy new yea,Saypag ri pou,happy new yea,saypag ri pou,False,0.7692307692307693,1.0,0.4769230769230769
947,17 января - Всемирный день снега,17 aHbapa - BceMupHuuii geHb cheza,17 января - всемирный день снега,17 ahbapa - bcemuphuuii gehb cheza,False,0.8125,0.6666666666666666,0.5049019607843137
948,2017,,2017,nan,False,1.0,1.0,1.0
949,snow,snow,snow,snow,True,0.0,0.0,0.0
950,С новым годом!,CHOBbIM TOAOMI,с новым годом!,chobbim toaomi,False,0.9285714285714286,1.0,0.6190476190476191
951,URA.RU,KOMLOKZA  URA.RU,ura.ru,komlokza  ura.ru,False,1.6666666666666667,1.0,0.5486111111111112
952,сккрсп,,сккрсп,nan,False,1.0,1.0,1.0
953,SNOW,SNOW,snow,snow,True,0.0,0.0,0.0
954,Пусть Зима будет С НЕЖНОЙ,ycb CHEKHON ,пусть зима будет с нежной,ycb chekhon,False,0.96,1.0,0.623030303030303
955,ПОВЕРХ ЧЬЕЙ-ТО ЛИЧНОСТИ CBCM,MOBEPX 4bEV-TO JNHOCTI CBCM,поверх чьей-то личности cbcm,mobepx 4bev-to jnhocti cbcm,False,0.7142857142857143,0.75,0.5559964726631395
956,ЭТОЙ ЗИМОЙ,3TON3MMON Mbi y aTcAacanTo.,этой зимой,3ton3mmon mbi y atcaacanto.,False,2.6,2.0,0.6209876543209876
957,ДНР,,днр,nan,False,1.0,1.0,1.0
958,ПОМНИМ...,nOMHNM 1941-1945 59RU,помним...,nomhnm 1941-1945 59ru,False,2.3333333333333335,3.0,1.0
959,ПЕДО ФИЛ,nEAOPW,педо фил,neaopw,False,1.0,1.0,1.0
960,pi,,pi,nan,False,1.5,1.0,1.0
961,С ПЕРВЫМ СНЕГОМ,CNEPBbIM CHETOM,с первым снегом,cnepbbim chetom,False,0.9333333333333333,1.0,0.6222222222222222
962,МЕДСЛУЖБА,MEACnYKEA,медслужба,meacnykea,False,1.0,1.0,1.0
963,улан-удэ,ynAH-yn,улан-удэ,ynah-yn,False,0.875,1.0,0.5773809523809523
964,"Музыкальный спектакль ""Сердце на снегу""","My3bikaAbHbiH cnekTaKAb ""CepAue Ha cHery"" BPOAH","музыкальный спектакль ""сердце на снегу""","my3bikaabhbih cnektakab ""cepaue ha chery"" bpoah",False,1.0512820512820513,1.2,0.5728314238952537
965,"СВЕЗЛИ ВЕСЬ СНЕГ ГОРОДА НА КРАСНУЮ  ПЛОЩАДЬ. СПАТЬ НЕ ДАЮТ - ДОЛБЯТ  БОРТОМ, ЧТОБЫ  РАЗГРУЗИТЬ  ПРИЛИПШИЙ СНЕГ",evprogen CBE3NBECbCHEr FOPOA HAKPACHYIO nOWAAb.CnATb HE AOT-AOAT 6OPTOM.YTO6bI 0057 PA3rPy3NTb PUN CHEr @SVODKA.24 @SVODKA a TVK6 RU 24 @NEWS NGS24,"свезли весь снег города на красную  площадь. спать не дают - долбят  бортом, чтобы  разгрузить  прилипший снег",evprogen cbe3nbecbcher fopoa hakpachyio nowaab.cnatb he aot-aoat 6optom.yto6bi 0057 pa3rpy3ntb pun cher @svodka.24 @svodka a tvk6 ru 24 @news ngs24,False,1.209090909090909,1.1764705882352942,0.5712842712842714
966,GenShin impact,GENSHIN IMPACT,genshin impact,genshin impact,True,0.0,0.0,0.0
967,"СПАСИБО, НАМ ЕЩЕ ОТ ПЕРВОЙ ИКАЕТСЯ.","CNACHGO, HAMEWEOT NEPBOAMKAETCA","спасибо, нам еще от первой икается.","cnachgo, hameweot nepboamkaetca",False,0.9142857142857143,1.0,0.605837173579109
968,"ОСТАТЬСЯ ДОМА = СОХРАНИТЬ  ЗДОРОВЬЕ, А МОЖЕТ, И ЖИЗНЬ!","P 01520 OCTATBCA AOMA= COXPAHNTb 3AOPOBbE, AMOKET, MXM3Hb!","остаться дома = сохранить  здоровье, а может, и жизнь!","p 01520 octatbca aoma= coxpahntb 3aopobbe, amoket, mxm3hb!",False,0.9629629629629629,1.0,0.5961531019002284
969,динамо - игры чемпионов ,HHAMO-MTPGIEMINOHOB 瓜,динамо - игры чемпионов,hhamo-mtpgieminohob 瓜,False,0.9565217391304348,1.0,0.6059351276742582
970,ночи защитника отечества ,HON3AUHTHHHA OTEUECTBA,ночи защитника отечества,hon3auhthhha oteuectba,False,0.9583333333333334,1.0,0.6376262626262625
971,кубок мэра,aUr2 KY5OKM3PA,кубок мэра,aur2 ky5okm3pa,False,1.4,1.0,0.6095238095238096
972,LIVE! ЖИВИ!,KHBHI,live! живи!,khbhi,False,1.0,1.0,0.5696969696969696
